"Date","T_treatment","GPP","GPP_SE","Ra","Ra_SE","LA","LA_SE","Tair_SE","LM","LM_SE","WM","WM_SE","RM","RM_SE","litter","litter_SE","tnc.conc","tnc.conc_SE","BMratio","SMratio","BMratio_SE","SMratio_SE","FRratio","IRratio","CRratio","BRratio","FRratio_SE","IRratio_SE","CRratio_SE","BRratio_SE","Rd.foliage.mean","Rd.stem.mean","Rd.branch.mean","Rd.fineroot.mean","Rd.intermediateroot.mean","Rd.coarseroot.mean","Rd.boleroot.mean","Treatment","treatment.no","Tair"
2012-12-22,"ambient",0.0474051999798,3.91634948614913e-05,NA,NA,0.107129222517087,0.00671435184369204,0.426908393038952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851643172118062,0.148356827881938,0.0459228854013499,0.0459228854013499,0.572097399309336,0.415842879265051,0.00539409623893279,0.00666520390195331,0.0237662635487116,0.0237332773668802,0.000469031617429149,0.000403074580109548,0.00575434246905494,0.00129161892698509,0.00261802769510898,0.00809427857672586,0.0044369138224987,0.00243211350853249,0.00119989710042617,"ambient",1,23.0489206940363
2012-12-23,"ambient",0.0458689353642,3.82545256091127e-05,NA,NA,0.112792636173163,0.00723393269969617,0.606424839016161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850859470837361,0.149140529162639,0.046017486925638,0.046017486925638,0.571231145912885,0.415503160518941,0.00593350586282607,0.00733172429214864,0.0237409450284757,0.0237046602284611,0.000515934779172064,0.000443382038120503,0.00792049774022421,0.00178543211945243,0.00361895497101022,0.00953636716190035,0.00522740091979558,0.00286542243103341,0.00141367253396314,"ambient",1,22.9505921556765
2012-12-24,"ambient",0.0473564125164,3.83678896699394e-05,NA,NA,0.118456049829239,0.00775580410052018,0.658908289515561,1.16987661400247,0.0655714427351654,0.751676306712163,0.0105957926748649,NA,NA,NA,NA,NA,NA,0.85007576955666,0.14992423044334,0.0461120884499261,0.0461120884499261,0.570364892516434,0.415163441772831,0.00647291548671935,0.00799824468234397,0.0237156265082397,0.023676043090042,0.000562837940914979,0.000483689496131457,0.00729974105378585,0.00183940251281541,0.00372834945384738,0.0106706653720219,0.00584917139132282,0.00320624860515017,0.00158182107499024,"ambient",1,22.9043463955026
2012-12-25,"ambient",0.0189266532312,2.49624397247263e-05,NA,NA,0.126089266024421,0.00813425362294594,0.222551063470894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849615562341317,0.150384437658683,0.0461633013766759,0.0461633013766759,0.569498639119982,0.414823723026721,0.00701232511061263,0.0086647650725393,0.0236903079880037,0.0236474259516229,0.000609741102657894,0.000523996954142412,0.00416178624407591,0.000886057145147067,0.00179598029804265,0.0077677832780901,0.00425794401193853,0.00233401043254402,0.00115149738716917,"ambient",1,23.8058697089947
2012-12-26,"ambient",0.0451455549246,4.78055565944024e-05,NA,NA,0.133722482219603,0.00851278278269895,0.233962346809742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849155355125973,0.150844644874027,0.0462145143034258,0.0462145143034258,0.568632385723531,0.414484004280611,0.00755173473450591,0.00933128546273463,0.0236649894677677,0.0236188088132037,0.000656644264400809,0.000564304412153367,0.00453538369616424,0.000851068585164425,0.00172506075890245,0.00687168832170667,0.00376674568455687,0.00206475794417345,0.00101866013309162,"ambient",1,23.2024917328042
2012-12-27,"ambient",0.083126775342,7.01129782482901e-05,NA,NA,0.141355698414785,0.00889138140868253,0.638628998068304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84869514791063,0.15130485208937,0.0462657272301756,0.0462657272301756,0.56776613232708,0.4141442855345,0.00809114435839919,0.00999780585292996,0.0236396709475317,0.0235901916747846,0.000703547426143724,0.000604611870164322,0.00594182447005704,0.00102424169291302,0.00207607140349883,0.00713850187133114,0.00391300068617773,0.00214492825609811,0.00105821261470121,"ambient",1,22.3262339616402
2012-12-28,"ambient",0.0836797239486,5.825495380972e-05,NA,NA,0.148988914609967,0.00927004098966979,0.743827452838358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848234940695286,0.151765059304714,0.0463169401569255,0.0463169401569255,0.566899878930629,0.41380456678839,0.00863055398229247,0.0106643262431253,0.0236143524272957,0.0235615745363655,0.000750450587886639,0.000644919328175277,0.00691930326641285,0.00126062610753652,0.00255520726257221,0.00806799261282419,0.00442250505765728,0.00242421528174377,0.00119600046509684,"ambient",1,21.3531491402116
2012-12-29,"ambient",0.0848960955804,6.95879319356158e-05,NA,NA,0.156622130805148,0.00964875434923565,0.443970312783888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847774733479943,0.152225266520057,0.0463681530836754,0.0463681530836754,0.566033625534178,0.41346484804228,0.00916996360618574,0.0113308466333206,0.0235890339070598,0.0235329573979464,0.000797353749629554,0.000685226786186231,0.00645000121449103,0.00122427914624862,0.00248153433219259,0.00824719296169359,0.0045207345042174,0.00247806017787475,0.00122256515235903,"ambient",1,21.3142461970899
2012-12-30,"ambient",0.0789576451794,6.49634601259016e-05,NA,NA,0.16425534700033,0.0100275153941479,0.340248026431472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847314526264599,0.152685473735401,0.0464193660104252,0.0464193660104252,0.565167372137727,0.41312512929617,0.00970937323007902,0.011997367023516,0.0235637153868238,0.0235043402595273,0.000844256911372469,0.000725534244197186,0.00579445662008392,0.00110850672157024,0.00224687114492775,0.00815016580533954,0.0044675486486647,0.00244890612103987,0.00120818183178657,"ambient",1,21.2110072751323
2012-12-31,"ambient",0.102026692755,9.12479450132772e-05,NA,NA,0.171888563195512,0.0104063189175661,0.711166029581715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846854319049255,0.153145680950745,0.0464705789371751,0.0464705789371751,0.564301118741276,0.41278541055006,0.0102487828539723,0.0126638874137113,0.0235383968665878,0.0234757231211081,0.000891160073115384,0.000765841702208141,0.00826427088040542,0.00184956708166803,0.00374895237488625,0.00946431320047035,0.0051879042290894,0.00284377214913663,0.00140299124364498,"ambient",1,20.4899690806878
2013-01-01,"ambient",0.0963037863762,0.000101656658168638,NA,NA,0.179521779390694,0.010785160443617,0.949567042750999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846394111833912,0.153605888166088,0.0465217918639249,0.0465217918639249,0.563434865344824,0.41244569180395,0.0107881924778656,0.0133304078039066,0.0235130783463518,0.023447105982689,0.000938063234858299,0.000806149160219096,0.00859675995619857,0.00221257046164042,0.00448473665485512,0.0110211210801583,0.00604127520401779,0.00331155114123434,0.00163377268303471,"ambient",1,20.4937706679894
2013-01-02,"ambient",0.095288690055,8.81039650403649e-05,NA,NA,0.187154995585876,0.0111640361035455,0.378888020378091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845933904618568,0.154066095381432,0.0465730047906748,0.0465730047906748,0.562568611948373,0.412105973057839,0.0113276021017589,0.013996928194102,0.0234877598261158,0.0234184888442699,0.000984966396601214,0.00084645661823005,0.00461162151245343,0.00111154994768952,0.0022530395666629,0.00876265922552475,0.00480328956695028,0.00263294395801314,0.00129897795054428,"ambient",1,21.7297280092593
2013-01-03,"ambient",0.133018982928,0.000119734168425407,NA,NA,0.194788211781058,0.0115429425362088,0.487135090726566,1.87676673022004,0.238599692679398,1.4443422361988,0.06313244688244,NA,NA,NA,NA,NA,NA,0.845473697403225,0.154526302596775,0.0466242177174246,0.0466242177174246,0.561702358551922,0.411766254311729,0.0118670117256521,0.0146634485842973,0.0234624413058799,0.0233898717058508,0.00103186955834413,0.000886764076241005,0.00538814428396095,0.0011916035198498,0.00241530295923895,0.00838004487035054,0.00459355785274413,0.00251797861144682,0.00124225913971967,"ambient",1,22.1575954034392
2013-01-04,"ambient",0.1477729748508,0.000134818725379667,NA,NA,0.207013231846028,0.0119678902147478,0.795193037258638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844941104182413,0.155058895817587,0.0466873244982705,0.0466873244982706,0.560836105155471,0.411426535565619,0.0124064213495454,0.0153299689744926,0.0234371227856439,0.0233612545674317,0.00107877272008704,0.00092707153425196,0.00741398899738841,0.00156279000871388,0.00316767386956985,0.00918959877129099,0.00503731832615662,0.00276122783491978,0.00136226753443569,"ambient",1,22.4863014219577
2013-01-05,"ambient",0.1384156546734,0.000128772869798582,NA,NA,0.219238251910998,0.0123928652837783,0.92798359504075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844408510961601,0.1555914890384,0.0467504312791165,0.0467504312791165,0.55996985175902,0.411086816819509,0.0129458309734387,0.0159964893646879,0.0234118042654079,0.0233326374290125,0.00112567588182996,0.000967378992262915,0.0084073500023173,0.00198914614260306,0.00403187006798493,0.00965072433630921,0.00529008629972499,0.00289978369325598,0.00143062485907593,"ambient",1,22.8491218584656
2013-01-06,"ambient",0.1553105298498,0.000155582321940468,NA,NA,0.231463271975968,0.0128178650189133,0.587278204969411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843875917740788,0.156124082259212,0.0468135380599624,0.0468135380599624,0.559103598362569,0.410747098073399,0.013485240597332,0.0166630097548833,0.0233864857451719,0.0233040202905934,0.00117257904357287,0.00100768645027387,0.0065716462071079,0.00166658962847819,0.00337806895871512,0.0103495986277067,0.00567317726630065,0.00310977666406394,0.00153422609146018,"ambient",1,23.4265248015873
2013-01-07,"ambient",0.1685807919588,0.000197464145239658,NA,NA,0.243688292040938,0.0132428870453488,0.466562995304326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843343324519976,0.156656675480024,0.0468766448408083,0.0468766448408083,0.558237344966118,0.410407379327288,0.0140246502212253,0.0173295301450786,0.0233611672249359,0.0232754031521743,0.00121948220531579,0.00104799390828482,0.00641726561116906,0.00170202655917982,0.00344989731618823,0.010137615739511,0.00555697792897202,0.00304608149455977,0.00150280171552909,"ambient",1,24.0403045634921
2013-01-08,"ambient",0.1410488084772,0.000119161261025311,NA,NA,0.255913312105908,0.0136679292835542,1.03655806114166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.842810731299164,0.157189268700836,0.0469397516216543,0.0469397516216543,0.557371091569666,0.410067660581178,0.0145640598451185,0.0179960505352739,0.0233358487047,0.0232467860137552,0.0012663853670587,0.00108830136629578,0.00983026984737671,0.00306342184959048,0.00620935716910752,0.0116652364181189,0.0063943498133472,0.00350509051594915,0.0017292564397442,"ambient",1,24.014859457672
2013-01-09,"ambient",0.2038242934182,0.00022070163340572,NA,NA,0.268138332170878,0.0140929899047786,0.477177869013896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.842278138078352,0.157721861921648,0.0470028584025002,0.0470028584025002,0.556504838173215,0.409727941835068,0.0151034694690118,0.0186625709254693,0.023310530184464,0.0232181688753361,0.00131328852880162,0.00112860882430673,0.00545678526684415,0.00151819492785927,0.00307728253641131,0.0117680146162353,0.00645068812732435,0.0035359726065088,0.00174449229563153,"ambient",1,24.6039136904762
2013-01-10,"ambient",0.1826470031568,0.000269677408689938,NA,NA,0.280363352235848,0.0145180672943656,0.281675170390708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84174554485754,0.15825445514246,0.0470659651833461,0.0470659651833461,0.555638584776764,0.409388223088958,0.0156428790929051,0.0193290913156646,0.023285211664228,0.0231895517369169,0.00136019169054453,0.00116891628231769,0.00449868781656037,0.00118800519148586,0.00240800938129883,0.00932160244070847,0.00510967670867425,0.00280089139536225,0.00138183577868109,"ambient",1,25.1067010582011
2013-01-11,"ambient",0.2247388376064,0.000279084570983755,NA,NA,0.292588372300819,0.0149431600213224,0.80793761834568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841212951636728,0.158787048363272,0.0471290719641921,0.0471290719641921,0.554772331380313,0.409048504342848,0.0161822887167984,0.0199956117058599,0.023259893143992,0.0231609345984978,0.00140709485228745,0.00120922374032864,0.00854882954522016,0.00213102585148992,0.00431945102509186,0.0110523046266967,0.00605836859997136,0.0033209209601825,0.00163839533676693,"ambient",1,25.1682916666667
2013-01-12,"ambient",0.1936502696622,0.000352803138549075,NA,NA,0.304813392365789,0.0153682668129347,0.627953648436143,NA,NA,NA,NA,NA,NA,2e-04,2e-05,NA,NA,0.840680358415916,0.159319641584084,0.047192178745038,0.047192178745038,0.553906077983862,0.408708785596738,0.0167216983406917,0.0206621320960553,0.023234574623756,0.0231323174600787,0.00145399801403036,0.0012495311983396,0.0066841462605568,0.00167105051767875,0.0033871108914616,0.0106782847659818,0.00585334799508801,0.00320853802857454,0.00158295057512209,"ambient",1,25.6962437169312
2013-01-13,"ambient",0.1570159291428,0.00030116825742694,NA,NA,0.317038412430759,0.0157933865334778,0.258668372164221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.840147765195104,0.159852234804896,0.0472552855258839,0.0472552855258839,0.553039824587411,0.408369066850627,0.0172611079645849,0.0213286524862506,0.0232092561035201,0.0231037003216596,0.00150090117577328,0.00128983865635055,0.00467457514128747,0.00109106569620283,0.00221151931902228,0.00903109180416827,0.00495043204633282,0.00271360074471262,0.00133877043726452,"ambient",1,25.5623358134921
2013-01-14,"ambient",0.3060722232672,0.000361279395714728,NA,NA,0.329263432495729,0.0162185181662724,0.355730535789664,3.34913368205779,0.442016848411119,3.21528588268294,0.147996560615922,NA,NA,NA,NA,NA,NA,0.839615171974292,0.160384828025708,0.0473183923067298,0.0473183923067298,0.55217357119096,0.408029348104517,0.0178005175884782,0.0219951728764459,0.0231839375832841,0.0230750831832405,0.00154780433751619,0.00133014611436151,0.00489631428662349,0.000984739954933619,0.00199600394561757,0.00860594852291414,0.00471738791729052,0.00258585659709048,0.00127574713190049,"ambient",1,24.9407278439153
2013-01-15,"ambient",0.3629208601434,0.000479713850710735,NA,NA,0.341820788642662,0.016070176492483,0.526954414499423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839335218223966,0.160664781776034,0.0473552919057367,0.0473552919057367,0.551307317794508,0.407689629358407,0.0183399272123715,0.0226616932666413,0.0231586190630481,0.0230464660448213,0.00159470749925911,0.00137045357237246,0.0061509367986712,0.00115861419609606,0.00234843574211647,0.00898259580879699,0.00492384875664752,0.00269902899945649,0.00133158138345611,"ambient",1,24.0240330687831
2013-01-16,"ambient",0.3455742865614,0.000528128287205285,NA,NA,0.354378144789594,0.0159230949052433,0.780196954304977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83905526447364,0.16094473552636,0.0473921915047436,0.0473921915047436,0.550441064398057,0.407349910612297,0.0188793368362648,0.0233282136568366,0.0231333005428121,0.0230178489064022,0.00164161066100202,0.00141076103038342,0.00770808436253155,0.00155320132720532,0.00314823823478276,0.00973094511510046,0.00533405966670225,0.00292388788461952,0.00144251679965508,"ambient",1,22.5748336640212
2013-01-17,"ambient",0.3781199205654,0.000604441181995714,NA,NA,0.366935500936527,0.0157773086454947,0.614976747354955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838775310723315,0.161224689276685,0.0474290911037504,0.0474290911037504,0.549574811001606,0.407010191866187,0.019418746460158,0.0239947340470319,0.0231079820225761,0.0229892317679831,0.00168851382274494,0.00145106848839437,0.00801997422846729,0.00185675873568215,0.00376352939059054,0.011087331995644,0.00607756900380907,0.00333144574461851,0.00164358779932391,"ambient",1,22.465273478836
2013-01-18,"ambient",0.2518083851166,0.000423386291176481,NA,NA,0.379492857083459,0.0156328539525258,1.01853760108501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838495356972989,0.161504643027011,0.0474659907027573,0.0474659907027573,0.548708557605155,0.406670473120077,0.0199581560840513,0.0246612544372272,0.0230826635023402,0.022960614629564,0.00173541698448785,0.00149137594640533,0.00983605488435855,0.00298778187721015,0.00605603985669308,0.0127904208155676,0.00701112450902605,0.00384317823391992,0.00189605394777976,"ambient",1,23.1183467261905
2013-01-19,"ambient",0.2503536971754,0.0005220408809814,NA,NA,0.392050213230392,0.0154897680802131,0.281214127910715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838215403222664,0.161784596777336,0.0475028903017641,0.0475028903017641,0.547842304208704,0.406330754373966,0.0204975657079446,0.0253277748274226,0.0230573449821042,0.0229319974911448,0.00178232014623077,0.00153168340441628,0.00434823757015263,0.0011387404826332,0.00230815301540553,0.0101670136461152,0.00557309251866998,0.00305491477662401,0.001507159665723,"ambient",1,23.5421412037037
2013-01-20,"ambient",0.275883016539,0.000708289415398411,NA,NA,0.404607569377325,0.0153480893119814,0.223292939127405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837935449472338,0.162064550527662,0.047539789900771,0.047539789900771,0.546976050812253,0.405991035627856,0.0210369753318379,0.0259942952176179,0.0230320264618682,0.0229033803527257,0.00182922330797368,0.00157199086242724,0.00473354901984299,0.00107213282757438,0.00217314362369794,0.00822811190677704,0.00451027514140889,0.00247232683289783,0.00121973657384515,"ambient",1,23.0247984457672
2013-01-21,"ambient",0.4282338696948,0.000899554181840495,NA,NA,0.417164925524257,0.015207856974285,0.404347444734106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837655495722012,0.162344504277988,0.0475766894997778,0.0475766894997778,0.546109797415802,0.405651316881746,0.0215763849557312,0.0266608156078132,0.0230067079416322,0.0228747632143066,0.0018761264697166,0.00161229832043819,0.00680892637110995,0.00137879478850163,0.00279472750573193,0.00888666389144654,0.0048712632610933,0.00267020403255229,0.0013173604212819,"ambient",1,23.0023951719577
2013-01-22,"ambient",0.3986293198212,0.00100362464273217,NA,NA,0.42972228167119,0.0150691114483916,0.561367097145692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837375541971687,0.162624458028313,0.0476135890987847,0.0476135890987847,0.54524354401935,0.405311598135636,0.0221157945796244,0.0273273359980086,0.0229813894213962,0.0228461460758875,0.00192302963145951,0.00165260577844915,0.00676166369924396,0.00144512396520222,0.00292917243989007,0.00962766205664609,0.0052774446113465,0.00289285409707584,0.00142720610319365,"ambient",1,23.5765124007936
2013-01-23,"ambient",0.321906817869,0.000834474127510383,NA,NA,0.442279637818123,0.0149318941802361,0.193194452731535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837095588221361,0.162904411778639,0.0476504886977916,0.0476504886977916,0.544377290622899,0.404971879389526,0.0226552042035177,0.0279938563882039,0.0229560709011603,0.0228175289374684,0.00196993279320243,0.0016929132364601,0.00603555084732857,0.00130266602135445,0.00264041943806444,0.00910497370436203,0.00499093072958111,0.00273580027315657,0.001349722701506,"ambient",1,23.9391565806878
2013-01-24,"ambient",0.498411501003,0.00111552489916666,NA,NA,0.454836993965055,0.0147962476880957,0.424661338824794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836815634471035,0.163184365528965,0.0476873882967984,0.0476873882967984,0.543511037226448,0.404632160643416,0.023194613827411,0.0286603767783992,0.0229307523809243,0.0227889117990492,0.00201683595494534,0.00173322069447106,0.00664283250478291,0.00152817883831141,0.00309751927460329,0.0093837262527077,0.00514373014500621,0.00281955793382305,0.00139104502212122,"ambient",1,23.8696514550265
2013-01-25,"ambient",0.548860404534,0.00130749109582997,NA,NA,0.467394350111988,0.0146622155678181,0.604545457980602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83653568072071,0.16346431927929,0.0477242878958053,0.0477242878958053,0.542644783829997,0.404292441897305,0.0237340234513043,0.0293268971685946,0.0229054338606883,0.0227602946606301,0.00206373911668826,0.00177352815248201,0.00733065321848295,0.00181879567462032,0.00368658073090887,0.0104138218457431,0.00570838150113518,0.00312907401770296,0.00154374655117397,"ambient",1,23.6137799272487
2013-01-26,"ambient",0.5742602245302,0.00131193730654729,NA,NA,0.47995170625892,0.0145298424953212,0.452358280971365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836255726970384,0.163744273029616,0.0477611874948121,0.0477611874948121,0.541778530433546,0.403952723151195,0.0242734330751976,0.0299934175587899,0.0228801153404523,0.022731677522211,0.00211064227843117,0.00181383561049297,0.0068867108452946,0.00186858191572208,0.00378749420880594,0.0109779108211244,0.00601758931357505,0.0032985676179089,0.00162736718759345,"ambient",1,23.0366537698413
2013-01-27,"ambient",0.3537901098108,0.00103731607787301,NA,NA,0.492509062405853,0.0143991742260625,0.148718414767518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835975773220058,0.164024226779942,0.047798087093819,0.047798087093819,0.540912277037095,0.403613004405085,0.0248128426990908,0.0306599379489852,0.0228547968202163,0.0227030603837919,0.00215754544017409,0.00185414306850392,0.00488768717513943,0.00118648992880558,0.00240493804223786,0.00973570043398762,0.00533666631532458,0.00292531673033976,0.00144322172885788,"ambient",1,23.8517314814815
2013-01-28,"ambient",0.224168305335,0.00070584615478237,NA,NA,0.505066418552786,0.014270257591163,0.115084269932355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835695819469733,0.164304180530267,0.0478349866928258,0.0478349866928258,0.540046023640644,0.403273285658975,0.0253522523229841,0.0313264583391806,0.0228294782999803,0.0226744432453728,0.002204448601917,0.00189445052651487,0.00517937736965902,0.00112082018051473,0.00227182972664699,0.00867339722887076,0.00475436021728388,0.00260612312329601,0.00128574573843938,"ambient",1,24.0400008267196
2013-01-29,"ambient",0.6950149615812,0.00147205134467936,NA,NA,0.517623774699718,0.0141431404898549,0.343642732612392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835415865719407,0.164584134280593,0.0478718862918327,0.0478718862918327,0.539179770244193,0.402933566912865,0.0258916619468774,0.0319929787293759,0.0228041597797444,0.0226458261069536,0.00225135176365992,0.00193475798452583,0.0068059171903351,0.00139862922778223,0.00283493062622566,0.00916543708222802,0.00502407399175891,0.00275396789571681,0.00135868580193498,"ambient",1,23.7402556216931
